"Date","Price","Open","High","Low","Change %"
"May 18, 2010","131.78","134.12","134.87","131.70","-1.69%"
"May 17, 2010","134.05","134.07","134.38","131.05","-0.31%"
"May 14, 2010","134.47","135.21","136.11","133.17","-0.69%"
"May 13, 2010","135.41","138.18","139.53","135.26","-2.00%"
"May 12, 2010","138.17","138.44","139.88","137.36","-0.33%"
"May 11, 2010","138.63","138.68","139.72","135.85","0.06%"
"May 10, 2010","138.54","137.14","140.62","135.75","2.19%"
"May 07, 2010","135.57","133.94","138.25","133.08","1.38%"
"May 06, 2010","133.72","141.80","142.32","129.90","-5.68%"
"May 05, 2010","141.78","143.25","144.09","141.15","-1.03%"
"May 04, 2010","143.26","144.06","144.94","142.56","-0.60%"
"May 03, 2010","144.13","143.83","144.70","142.94","0.59%"
"Apr 30, 2010","143.29","144.31","145.27","143.18","-0.53%"
"Apr 29, 2010","144.06","143.11","144.48","142.14","0.78%"
"Apr 28, 2010","142.95","141.86","143.55","141.65","0.67%"
"Apr 27, 2010","142.00","145.23","145.44","141.56","-2.20%"
"Apr 26, 2010","145.20","144.71","146.03","144.43","0.51%"
"Apr 23, 2010","144.46","143.78","144.83","143.03","0.46%"
"Apr 22, 2010","143.80","143.48","144.20","142.37","0.22%"
"Apr 21, 2010","143.48","143.39","144.18","142.57","0.10%"
"Apr 20, 2010","143.34","141.81","143.56","141.48","1.10%"
"Apr 19, 2010","141.78","140.53","141.88","139.35","0.13%"
"Apr 16, 2010","141.59","143.88","144.16","141.28","-1.80%"
"Apr 15, 2010","144.19","144.18","145.07","143.22","-0.03%"
"Apr 14, 2010","144.23","143.34","144.68","143.16","0.56%"
"Apr 13, 2010","143.43","143.16","143.78","141.99","0.08%"
"Apr 12, 2010","143.31","143.99","144.54","143.13","0.03%"
"Apr 09, 2010","143.27","142.63","144.39","142.53","0.41%"
"Apr 08, 2010","142.69","142.05","142.86","140.91","0.28%"
"Apr 07, 2010","142.29","143.05","143.86","141.71","-0.62%"
"Apr 06, 2010","143.18","144.28","144.45","142.02","-0.75%"
"Apr 05, 2010","144.26","144.61","144.74","143.71","0.26%"
"Apr 02, 2010","143.89","143.48","144.00","142.73","0.24%"
"Apr 01, 2010","143.55","141.85","143.72","141.70","1.16%"
"Mar 31, 2010","141.90","139.87","142.06","139.73","1.44%"
"Mar 30, 2010","139.88","138.59","140.57","137.96","0.95%"
"Mar 29, 2010","138.57","138.04","139.16","137.62","0.52%"
"Mar 26, 2010","137.85","137.21","138.11","137.01","0.37%"
"Mar 25, 2010","137.34","137.16","138.16","136.59","0.13%"
"Mar 24, 2010","137.16","135.96","137.49","135.45","0.82%"
"Mar 23, 2010","136.05","136.10","136.56","135.21","-0.03%"
"Mar 22, 2010","136.09","135.70","136.22","134.50","0.12%"
"Mar 19, 2010","135.93","137.71","138.12","135.57","-1.30%"
"Mar 18, 2010","137.72","138.36","138.62","137.00","-0.43%"
"Mar 17, 2010","138.31","137.58","139.38","137.06","0.41%"
"Mar 16, 2010","137.74","136.17","137.94","135.12","1.07%"
"Mar 15, 2010","136.28","137.57","137.96","135.74","-0.80%"
"Mar 12, 2010","137.38","136.28","138.09","136.04","0.76%"
"Mar 11, 2010","136.34","135.49","136.52","134.86","0.55%"
"Mar 10, 2010","135.59","134.86","135.92","133.85","0.47%"
"Mar 09, 2010","134.95","136.02","136.09","133.87","-0.75%"
"Mar 08, 2010","135.97","136.85","137.42","135.62","-0.55%"
"Mar 05, 2010","136.72","133.99","137.10","133.70","2.08%"
"Mar 04, 2010","133.94","133.55","134.84","132.52","0.24%"
"Mar 03, 2010","133.62","132.91","134.06","132.67","0.62%"
"Mar 02, 2010","132.80","133.53","133.79","132.44","-0.58%"
"Mar 01, 2010","133.58","134.63","135.55","131.97","-1.45%"
"Feb 26, 2010","135.55","136.04","136.74","134.61","-0.31%"
"Feb 25, 2010","135.97","138.82","139.25","134.91","-2.15%"
"Feb 24, 2010","138.96","139.12","139.61","138.29","-0.09%"
"Feb 23, 2010","139.09","141.08","141.71","138.70","-1.43%"
"Feb 22, 2010","141.11","141.57","142.22","140.76","-0.43%"
"Feb 19, 2010","141.72","142.56","142.69","140.85","-0.57%"
"Feb 18, 2010","142.53","142.96","143.09","140.92","-0.44%"
"Feb 17, 2010","143.16","142.27","143.63","142.02","0.60%"
"Feb 16, 2010","142.30","140.89","142.63","140.70","1.00%"
"Feb 15, 2010","140.89","141.22","141.42","140.63","-0.24%"
"Feb 12, 2010","141.23","140.89","141.91","139.76","0.27%"
"Feb 11, 2010","140.85","140.15","141.05","139.57","0.44%"
"Feb 10, 2010","140.23","140.85","141.46","139.40","-0.38%"
"Feb 09, 2010","140.77","139.10","141.31","138.74","1.05%"
"Feb 08, 2010","139.31","139.56","139.94","138.59","-0.32%"
"Feb 05, 2010","139.76","140.21","141.49","138.20","-0.29%"
"Feb 04, 2010","140.16","144.48","144.83","139.32","-3.13%"
"Feb 03, 2010","144.69","144.30","145.32","144.16","0.19%"
"Feb 02, 2010","144.42","144.52","145.24","143.79","-0.16%"
"Feb 01, 2010","144.65","143.17","144.89","142.98","0.11%"
"Jan 29, 2010","144.49","145.01","146.29","144.21","-0.31%"
"Jan 28, 2010","144.94","145.41","147.23","144.55","-0.34%"
"Jan 27, 2010","145.44","144.69","145.75","143.59","0.53%"
"Jan 26, 2010","144.68","146.53","147.31","144.02","-1.26%"
"Jan 25, 2010","146.53","145.49","146.77","144.61","1.22%"
"Jan 22, 2010","144.77","146.53","147.29","144.58","-1.12%"
"Jan 21, 2010","146.41","148.62","149.12","146.03","-1.49%"
"Jan 20, 2010","148.62","149.08","149.31","147.50","-0.37%"
"Jan 19, 2010","149.17","148.16","149.51","147.94","0.63%"
"Jan 18, 2010","148.23","147.51","148.95","147.46","0.40%"
"Jan 15, 2010","147.64","148.94","149.26","147.12","-0.84%"
"Jan 14, 2010","148.89","148.80","150.05","148.31","0.02%"
"Jan 13, 2010","148.86","147.04","149.09","146.63","1.16%"
"Jan 12, 2010","147.16","148.39","148.67","146.59","-0.77%"
"Jan 11, 2010","148.30","148.71","149.64","148.02","-0.13%"
"Jan 08, 2010","148.50","148.55","149.75","147.88","-0.14%"
"Jan 07, 2010","148.71","147.77","148.77","147.00","0.49%"
"Jan 06, 2010","147.99","146.62","148.50","145.96","0.88%"
"Jan 05, 2010","146.70","148.82","149.19","146.07","-1.55%"
"Jan 04, 2010","149.01","150.44","150.76","148.58","-0.94%"
"Jan 01, 2010","150.43","150.18","150.43","150.06","0.19%"
"Dec 31, 2009","150.14","148.63","150.74","148.20","1.06%"
"Dec 30, 2009","148.56","146.25","149.03","146.01","1.57%"
"Dec 29, 2009","146.27","146.58","147.17","145.92","-0.22%"
"Dec 28, 2009","146.59","146.13","146.74","145.76","0.69%"
"Dec 25, 2009","145.58","146.02","146.45","145.52","-0.34%"
"Dec 24, 2009","146.08","146.15","146.50","145.66","-0.16%"
"Dec 23, 2009","146.32","146.60","146.77","145.69","-0.25%"
"Dec 22, 2009","146.68","146.24","147.09","145.97","0.26%"
"Dec 21, 2009","146.30","145.61","146.53","145.41","0.26%"
"Dec 18, 2009","145.92","145.34","146.60","143.71","0.48%"
"Dec 17, 2009","145.22","146.59","146.90","144.62","-1.00%"
"Dec 16, 2009","146.68","145.85","146.98","145.20","0.56%"
"Dec 15, 2009","145.87","144.40","146.11","144.33","0.93%"
"Dec 14, 2009","144.53","144.56","145.10","143.07","-0.14%"
"Dec 11, 2009","144.73","143.64","145.68","143.43","0.81%"
"Dec 10, 2009","143.56","142.88","144.45","142.44","0.44%"
"Dec 09, 2009","142.93","143.94","144.38","141.95","-0.72%"
"Dec 08, 2009","143.97","147.17","147.26","143.54","-2.21%"
"Dec 07, 2009","147.22","148.24","148.82","146.56","-1.05%"
"Dec 04, 2009","148.78","146.01","149.12","145.36","1.83%"
"Dec 03, 2009","146.10","145.34","146.88","145.18","0.43%"
"Dec 02, 2009","145.47","144.08","145.77","143.74","1.00%"
"Dec 01, 2009","144.03","141.88","144.47","141.57","1.38%"
"Nov 30, 2009","142.07","143.07","143.96","140.98","-0.29%"
"Nov 27, 2009","142.48","142.94","143.52","139.27","-0.32%"
"Nov 26, 2009","142.94","145.88","146.25","142.50","-2.08%"
"Nov 25, 2009","145.97","146.77","147.69","145.59","-0.55%"
"Nov 24, 2009","146.78","147.75","147.97","146.17","-0.68%"
"Nov 23, 2009","147.78","146.51","148.26","146.27","0.66%"
"Nov 20, 2009","146.81","148.28","148.44","146.36","-1.03%"
"Nov 19, 2009","148.34","149.57","149.72","147.29","-0.88%"
"Nov 18, 2009","149.65","150.05","150.35","149.33","-0.39%"
"Nov 17, 2009","150.24","149.83","150.25","149.30","0.19%"
"Nov 16, 2009","149.96","149.63","150.43","149.08","0.14%"
"Nov 13, 2009","149.75","149.77","150.47","148.92","-0.11%"
"Nov 12, 2009","149.91","148.85","150.04","148.20","0.71%"
"Nov 11, 2009","148.86","150.34","151.22","148.51","-1.00%"
"Nov 10, 2009","150.37","150.77","151.06","148.96","-0.32%"
"Nov 09, 2009","150.85","149.90","151.65","149.17","0.92%"
"Nov 06, 2009","149.47","150.30","150.82","148.34","-0.73%"
"Nov 05, 2009","150.57","150.27","150.67","148.50","0.25%"
"Nov 04, 2009","150.19","148.45","151.35","147.76","1.26%"
"Nov 03, 2009","148.32","148.09","148.62","146.30","0.14%"
"Nov 02, 2009","148.12","147.21","149.00","145.76","-0.01%"
"Oct 30, 2009","148.14","151.43","151.77","147.60","-2.14%"
"Oct 29, 2009","151.38","148.50","151.66","147.61","1.96%"
"Oct 28, 2009","148.47","150.29","150.46","148.25","-1.22%"
"Oct 27, 2009","150.30","150.36","151.20","149.85","-0.15%"
"Oct 26, 2009","150.52","150.07","151.23","149.09","0.26%"
"Oct 23, 2009","150.13","151.69","153.29","149.92","-1.18%"
"Oct 22, 2009","151.93","150.87","152.01","150.48","0.58%"
"Oct 21, 2009","151.06","148.54","151.60","148.40","1.67%"
"Oct 20, 2009","148.58","148.87","149.45","147.44","-0.05%"
"Oct 19, 2009","148.65","148.46","149.21","147.02","-0.01%"
"Oct 16, 2009","148.66","147.30","149.40","147.12","0.85%"
"Oct 15, 2009","147.41","142.90","147.62","142.80","3.17%"
"Oct 14, 2009","142.88","142.86","143.91","141.68","0.04%"
"Oct 13, 2009","142.82","141.87","143.30","141.13","0.66%"
"Oct 12, 2009","141.88","142.23","143.27","141.46","-0.22%"
"Oct 09, 2009","142.19","141.93","143.18","141.61","0.05%"
"Oct 08, 2009","142.12","141.38","142.57","140.93","0.52%"
"Oct 07, 2009","141.38","141.18","142.06","139.65","0.05%"
"Oct 06, 2009","141.31","142.69","143.28","140.91","-1.05%"
"Oct 05, 2009","142.81","142.48","144.00","142.40","-0.24%"
"Oct 02, 2009","143.15","142.71","143.29","140.79","0.18%"
"Oct 01, 2009","142.89","143.54","144.25","142.69","-0.54%"
"Sep 30, 2009","143.66","143.80","144.58","142.79","-0.10%"
"Sep 29, 2009","143.81","142.32","144.03","141.98","1.01%"
"Sep 28, 2009","142.37","143.07","143.19","139.70","-0.46%"
"Sep 25, 2009","143.03","146.58","146.66","142.68","-2.44%"
"Sep 24, 2009","146.60","149.34","149.59","146.26","-1.81%"
"Sep 23, 2009","149.30","149.01","150.42","148.19","0.16%"
"Sep 22, 2009","149.06","149.06","149.47","148.43","-0.08%"
"Sep 21, 2009","149.18","148.31","149.67","148.03","0.44%"
"Sep 18, 2009","148.53","149.70","150.08","148.19","-0.85%"
"Sep 17, 2009","149.80","149.80","151.24","149.55","-0.05%"
"Sep 16, 2009","149.87","150.04","150.62","148.54","-0.21%"
"Sep 15, 2009","150.18","150.63","151.79","149.40","-0.32%"
"Sep 14, 2009","150.66","150.80","150.95","149.84","-0.34%"
"Sep 11, 2009","151.17","152.83","152.96","150.44","-1.09%"
"Sep 10, 2009","152.84","152.23","153.19","151.85","0.35%"
"Sep 09, 2009","152.31","152.17","153.08","151.62","0.05%"
"Sep 08, 2009","152.23","152.01","152.98","151.28","0.12%"
"Sep 07, 2009","152.04","152.34","153.28","151.54","-0.30%"
"Sep 04, 2009","152.49","151.21","152.80","150.80","0.79%"
"Sep 03, 2009","151.30","150.02","151.77","149.36","0.84%"
"Sep 02, 2009","150.04","150.11","150.60","148.98","-0.05%"
"Sep 01, 2009","150.12","151.27","152.81","149.77","-0.87%"
"Aug 31, 2009","151.43","151.98","152.25","149.99","-0.60%"
"Aug 28, 2009","152.35","152.05","153.66","151.93","0.12%"
"Aug 27, 2009","152.17","152.93","153.15","151.02","-0.58%"
"Aug 26, 2009","153.06","153.94","154.14","152.20","-0.53%"
"Aug 25, 2009","153.88","155.06","155.56","153.37","-0.82%"
"Aug 24, 2009","155.15","155.75","156.86","154.78","-0.42%"
"Aug 21, 2009","155.80","155.40","156.60","153.51","0.23%"
"Aug 20, 2009","155.45","155.54","156.77","154.50","-0.09%"
"Aug 19, 2009","155.59","156.77","157.60","153.60","-0.74%"
"Aug 18, 2009","156.75","154.32","157.12","154.00","1.52%"
"Aug 17, 2009","154.40","156.43","156.60","153.40","-1.67%"
"Aug 14, 2009","157.03","158.05","158.44","155.95","-0.78%"
"Aug 13, 2009","158.26","158.44","160.40","157.32","-0.08%"
"Aug 12, 2009","158.38","158.06","159.76","155.91","0.17%"
"Aug 11, 2009","158.11","160.04","160.26","157.77","-1.22%"
"Aug 10, 2009","160.06","162.83","162.94","159.34","-1.66%"
"Aug 07, 2009","162.77","160.04","163.11","158.90","1.69%"
"Aug 06, 2009","160.06","161.20","162.44","159.92","-0.72%"
"Aug 05, 2009","161.22","161.29","162.50","160.38","-0.04%"
"Aug 04, 2009","161.29","161.26","162.23","159.98","-0.04%"
"Aug 03, 2009","161.35","158.31","161.84","158.03","1.92%"
"Jul 31, 2009","158.31","157.57","158.64","156.86","0.45%"
"Jul 30, 2009","157.60","155.54","158.09","155.18","1.23%"
"Jul 29, 2009","155.68","155.18","156.39","153.82","0.20%"
"Jul 28, 2009","155.37","156.99","157.50","154.10","-1.05%"
"Jul 27, 2009","157.02","155.80","157.52","155.12","0.82%"
"Jul 24, 2009","155.75","156.70","157.23","155.32","-0.59%"
"Jul 23, 2009","156.67","153.98","157.64","153.78","1.71%"
"Jul 22, 2009","154.03","154.10","154.67","152.27","-0.17%"
"Jul 21, 2009","154.29","155.93","156.08","153.07","-1.01%"
"Jul 20, 2009","155.86","154.04","156.48","153.75","1.33%"
"Jul 17, 2009","153.81","154.20","154.69","152.34","-0.36%"
"Jul 16, 2009","154.36","154.73","155.12","152.96","-0.29%"
"Jul 15, 2009","154.81","152.70","155.22","152.32","1.35%"
"Jul 14, 2009","152.75","150.91","153.08","150.65","1.22%"
"Jul 13, 2009","150.91","149.58","151.04","147.07","0.70%"
"Jul 10, 2009","149.86","151.87","152.22","148.28","-1.34%"
"Jul 09, 2009","151.90","148.80","152.38","148.06","1.88%"
"Jul 08, 2009","149.09","152.88","152.99","146.71","-2.59%"
"Jul 07, 2009","153.06","155.16","155.42","152.67","-1.39%"
"Jul 06, 2009","155.22","156.41","156.53","152.98","-1.08%"
"Jul 03, 2009","156.92","156.74","157.89","156.35","-0.01%"
"Jul 02, 2009","156.93","159.24","159.35","156.78","-1.36%"
"Jul 01, 2009","159.10","158.61","160.02","158.12","0.30%"
"Jun 30, 2009","158.62","159.12","160.32","158.13","-0.28%"
"Jun 29, 2009","159.06","157.11","159.35","156.65","1.07%"
"Jun 26, 2009","157.38","157.13","158.30","156.60","0.24%"
"Jun 25, 2009","157.01","157.07","158.60","155.90","-0.03%"
"Jun 24, 2009","157.06","156.66","158.32","156.08","0.26%"
"Jun 23, 2009","156.66","156.79","156.88","153.97","-0.11%"
"Jun 22, 2009","156.84","158.82","158.95","156.34","-1.30%"
"Jun 19, 2009","158.91","157.79","159.66","157.32","0.69%"
"Jun 18, 2009","157.82","156.72","158.49","154.92","0.57%"
"Jun 17, 2009","156.93","158.02","159.42","155.55","-0.71%"
"Jun 16, 2009","158.05","159.54","160.38","156.35","-0.90%"
"Jun 15, 2009","159.49","161.59","161.82","158.81","-1.44%"
"Jun 12, 2009","161.82","161.78","162.61","160.40","0.01%"
"Jun 11, 2009","161.81","160.57","162.14","159.88","0.75%"
"Jun 10, 2009","160.60","158.86","161.32","158.43","1.11%"
"Jun 09, 2009","158.83","157.93","159.21","156.56","0.48%"
"Jun 08, 2009","158.07","157.20","158.53","155.50","0.26%"
"Jun 05, 2009","157.66","156.13","158.53","154.82","0.93%"
"Jun 04, 2009","156.20","156.27","158.63","155.16","-0.15%"
"Jun 03, 2009","156.44","158.58","160.53","155.64","-1.40%"
"Jun 02, 2009","158.66","158.56","159.26","156.80","-0.03%"
"Jun 01, 2009","158.70","154.16","159.25","153.44","2.87%"
"May 29, 2009","154.27","154.39","155.81","153.20","-0.22%"
"May 28, 2009","154.61","152.09","154.92","151.96","1.71%"
"May 27, 2009","152.01","151.19","153.15","151.12","0.42%"
"May 26, 2009","151.37","150.96","151.57","149.51","0.25%"
"May 25, 2009","150.99","150.98","151.53","149.76","-0.03%"
"May 22, 2009","151.04","149.50","151.11","148.10","0.90%"
"May 21, 2009","149.69","149.26","150.10","146.77","0.22%"
"May 20, 2009","149.36","148.53","149.88","147.54","0.52%"
"May 19, 2009","148.59","147.52","149.65","147.02","0.62%"
"May 18, 2009","147.68","144.15","147.96","142.98","2.29%"
"May 15, 2009","144.38","145.94","146.49","143.50","-1.24%"
